customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,Unnamed: 11,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month_x,preferred_shopping_platform_x,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit_x,engagement_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score,social_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate,purchase_id,preferred_shopping_platform_y,sports_equipment_spending_per_month_y,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit_y
CUST0055,28,Female,Thiruvananthapuram,Kerala,Tier 2,Working Professional,57000,7.0,Mumbai Indians,Jasprit Bumrah,5,JioHotstar,Yes,2300,Amazon,15,Mobile,74.4,Yes,ENG000055,Finals,239,78,Short Reel,0.35,25.5,99,98,96,Mobile,Yes,High,99.0,SOC000055,Instagram,53,114,35,Short Reels,High,Yes,7.0,Short Video,25,0.28,PUR000055,Amazon,4500,6,5800,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0056,22,Male,Prayagraj,Uttar Pradesh,Tier 2,Athlete,26000,8.8,Lucknow Super Giants,KL Rahul,6,JioHotstar,Yes,4600,Brand Website,24,Mobile,89.2,Yes,ENG000056,Rivalry Match,182,59,Video Ad,0.22,13.9,86,88,84,Smart TV,Yes,Medium,86.7,SOC000056,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR000056,Brand Website,6600,9,8500,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0057,36,Male,Surat,Gujarat,Tier 2,Business,84000,5.9,Gujarat Titans,Shubman Gill,3,TV,No,2100,Flipkart,8,Laptop,54.6,No,ENG000057,League Match,134,37,Influencer Promotion,0.13,6.9,61,63,60,Laptop,No,Medium,60.9,SOC000057,Twitter,15,24,5,Match Highlights,Medium,No,3.1,Carousel Post,6,0.08,PUR000057,Flipkart,2150,3,2850,Gloves,3,High,0.41,Debit Card,Medium,No
CUST0058,17,Female,Jabalpur,Madhya Pradesh,Tier 2,Student,7000,8.4,Chennai Super Kings,MS Dhoni,6,YouTube Highlights,Yes,1400,Amazon,20,Mobile,82.1,Yes,ENG000058,League Match,118,34,Banner Ad,0.1,5.8,59,57,55,Smart TV,No,Low,55.8,SOC000058,Facebook,14,24,5,Player Interviews,Low,No,2.8,Image Post,5,0.05,PUR000058,Amazon,3700,5,5000,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0059,30,Male,Panipat,Haryana,Tier 2,Working Professional,51000,6.8,Punjab Kings,Arshdeep Singh,4,JioHotstar,No,2200,Flipkart,12,Laptop,68.9,No,ENG000059,Playoffs,212,69,Short Reel,0.29,18.7,91,93,89,Mobile,Yes,High,93.1,SOC000059,Instagram,51,108,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR000059,Local Store,1280,1,1580,Accessories,1,High,0.56,Cash on Delivery,Low,No
CUST0060,24,Male,Bengaluru,Karnataka,Tier 1,Working Professional,62000,8.1,Royal Challengers Bengaluru,Faf du Plessis,6,JioHotstar,Yes,3100,Amazon,23,Mobile,87.5,Yes,ENG000060,League Match,102,26,Banner Ad,0.07,4.1,51,49,47,Laptop,No,Low,47.8,SOC000060,Twitter,11,18,3,Match Highlights,Low,No,2.4,Carousel Post,4,0.05,PUR000060,Brand Website,5400,8,7200,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0061,47,Female,Tiruchirappalli,Tamil Nadu,Tier 2,Coach,69000,5.3,Sunrisers Hyderabad,Pat Cummins,2,TV,No,3200,Brand Website,6,Smart TV,44.1,No,ENG000061,Rivalry Match,188,63,Video Ad,0.24,15.0,89,91,87,Smart TV,Yes,High,90.2,SOC000061,Instagram,44,92,27,Short Reels,High,Yes,6.0,Short Video,20,0.24,PUR000061,Amazon,3400,5,4500,Bats,4,Medium,0.25,UPI,Medium,Yes
CUST0062,20,Male,Patna,Bihar,Tier 2,Student,10000,9.0,Mumbai Indians,Suryakumar Yadav,7,JioHotstar,Yes,2500,Amazon,30,Mobile,94.8,Yes,ENG000062,League Match,144,42,Influencer Promotion,0.15,8.7,67,69,65,Mobile,Yes,Medium,67.5,SOC000062,YouTube,26,43,10,Tutorials,Medium,Yes,4.2,Long Video,11,0.12,PUR000062,Flipkart,1850,2,2350,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0063,39,Male,Navi Mumbai,Maharashtra,Tier 1,Business,118000,6.2,Mumbai Indians,Rohit Sharma,4,TV,No,2600,Brand Website,9,Laptop,61.4,No,ENG000063,Finals,235,77,Short Reel,0.34,24.7,98,97,96,Mobile,Yes,High,98.6,SOC000063,Instagram,59,125,40,Memes,High,Yes,7.8,Short Video,30,0.3,PUR000063,Brand Website,7000,10,9200,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0064,26,Female,Chennai,Tamil Nadu,Tier 1,Working Professional,54000,7.5,Chennai Super Kings,Ravindra Jadeja,5,JioHotstar,Yes,2700,Amazon,17,Mobile,78.3,Yes,ENG000064,League Match,108,30,Banner Ad,0.08,4.8,56,53,51,Laptop,No,Low,51.2,SOC000064,Facebook,10,17,3,Player Interviews,Low,No,2.0,Image Post,4,0.04,PUR000064,Local Store,970,1,1220,Accessories,1,Medium,0.28,Cash on Delivery,Low,No
CUST0065,18,Male,Dhanbad,Jharkhand,Tier 2,Student,8500,9.4,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2100,Amazon,31,Mobile,95.2,Yes,ENG000065,Playoffs,205,68,Video Ad,0.26,17.2,89,92,88,Smart TV,Yes,High,91.7,SOC000065,Instagram,54,116,36,Short Reels,High,Yes,7.2,Short Video,26,0.29,PUR000065,Amazon,4200,6,5500,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0066,35,Male,Gurugram,Haryana,Tier 1,Working Professional,93000,6.7,Delhi Capitals,David Warner,4,JioHotstar,No,2400,Brand Website,10,Laptop,70.5,No,ENG000066,Rivalry Match,191,64,Short Reel,0.3,19.5,92,95,90,Mobile,Yes,High,94.8,SOC000066,YouTube,31,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR000066,Brand Website,6200,9,8100,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0067,23,Female,Hubli,Karnataka,Tier 2,Student,13000,8.0,Royal Challengers Bengaluru,Virat Kohli,6,JioHotstar,Yes,1700,Flipkart,19,Mobile,80.9,Yes,ENG000067,League Match,137,39,Influencer Promotion,0.14,7.3,63,64,61,Laptop,No,Medium,62.1,SOC000067,Twitter,16,25,5,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08,PUR000067,Flipkart,2250,3,2950,Gloves,3,High,0.44,Debit Card,Medium,No
CUST0068,44,Male,Srinagar,Jammu and Kashmir,Tier 2,Business,102000,4.6,Chennai Super Kings,MS Dhoni,2,TV,No,1200,Local Store,4,Smart TV,38.7,No,ENG000068,League Match,113,32,Banner Ad,0.09,5.4,57,55,52,Smart TV,No,Low,53.9,SOC000068,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05,PUR000068,Amazon,3600,5,4800,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0069,27,Male,Mumbai,Maharashtra,Tier 1,Athlete,38000,8.9,Mumbai Indians,Jasprit Bumrah,6,JioHotstar,Yes,5200,Brand Website,26,Mobile,91.6,Yes,ENG000069,Finals,229,75,Short Reel,0.33,23.4,96,97,95,Mobile,Yes,High,97.8,SOC000069,Instagram,52,110,34,Memes,High,Yes,7.0,Short Video,24,0.28,PUR000069,Local Store,1180,1,1480,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0070,32,Female,Nagpur,Maharashtra,Tier 2,Working Professional,61000,6.1,Sunrisers Hyderabad,Heinrich Klaasen,4,TV,No,2000,Amazon,9,Laptop,59.3,No,ENG000070,Rivalry Match,176,58,Video Ad,0.21,13.1,85,87,84,Laptop,Yes,Medium,84.8,SOC000070,Twitter,12,19,3,Match Highlights,Low,No,2.5,Carousel Post,4,0.05,PUR000070,Brand Website,5700,8,7500,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0071,16,Male,Aligarh,Uttar Pradesh,Tier 3,Student,6000,8.7,Rajasthan Royals,Sanju Samson,7,JioHotstar,Yes,1300,Amazon,23,Mobile,86.2,Yes,ENG000071,League Match,146,43,Influencer Promotion,0.16,8.5,68,69,66,Mobile,Yes,Medium,68.2,SOC000071,Instagram,41,84,23,Short Reels,High,Yes,5.6,Short Video,17,0.22,PUR000071,Amazon,3100,4,4200,Shoes,4,Medium,0.27,UPI,Medium,Yes
CUST0072,40,Male,Bhubaneswar,Odisha,Tier 2,Coach,72000,5.8,Kolkata Knight Riders,Andre Russell,3,TV,No,3400,Brand Website,7,Smart TV,52.6,No,ENG000072,League Match,117,33,Banner Ad,0.1,5.5,58,56,54,Smart TV,No,Low,55.0,SOC000072,YouTube,23,36,8,Tutorials,Medium,No,3.8,Long Video,9,0.1,PUR000072,Flipkart,1700,2,2200,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0073,29,Female,Pune,Maharashtra,Tier 1,Working Professional,68000,7.4,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,2500,Amazon,16,Mobile,77.9,Yes,ENG000073,Playoffs,217,71,Short Reel,0.31,20.5,93,95,92,Mobile,Yes,High,95.7,SOC000073,Instagram,57,121,38,Memes,High,Yes,7.4,Short Video,28,0.3,PUR000073,Brand Website,7100,10,9300,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0074,21,Male,Meerut,Uttar Pradesh,Tier 2,Student,12000,9.1,Lucknow Super Giants,Nicholas Pooran,7,JioHotstar,Yes,2200,Flipkart,28,Mobile,92.7,Yes,ENG000074,League Match,94,22,Banner Ad,0.05,3.3,45,44,42,Laptop,No,Low,43.5,SOC000074,Facebook,9,16,2,Player Interviews,Low,No,2.0,Image Post,3,0.03,PUR000074,Local Store,1030,1,1330,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0075,37,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Business,86000,5.5,Sunrisers Hyderabad,Abhishek Sharma,3,TV,No,1800,Local Store,6,Laptop,49.9,No,ENG000075,Finals,237,78,Short Reel,0.35,25.2,99,98,97,Mobile,Yes,High,99.3,SOC000075,Instagram,55,118,37,Short Reels,High,Yes,7.2,Short Video,27,0.29,PUR000075,Amazon,4300,6,5600,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0076,26,Female,Noida,Uttar Pradesh,Tier 1,Working Professional,59000,7.8,Royal Challengers Bengaluru,Virat Kohli,5,JioHotstar,Yes,2800,Amazon,20,Mobile,82.5,Yes,ENG000076,Rivalry Match,183,60,Video Ad,0.23,14.1,87,89,85,Smart TV,Yes,Medium,87.1,SOC000076,YouTube,28,46,12,Match Analysis,High,Yes,4.6,Long Video,12,0.14,PUR000076,Brand Website,6400,9,8300,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0077,19,Male,Rourkela,Odisha,Tier 2,Student,9000,8.5,Mumbai Indians,Hardik Pandya,6,JioHotstar,Yes,1600,Amazon,22,Mobile,84.6,Yes,ENG000077,League Match,135,38,Influencer Promotion,0.13,7.1,62,63,60,Laptop,No,Medium,61.2,SOC000077,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09,PUR000077,Flipkart,2100,3,2800,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0078,48,Female,Salem,Tamil Nadu,Tier 2,Business,95000,4.9,Chennai Super Kings,Ruturaj Gaikwad,2,TV,No,1400,Local Store,5,Smart TV,41.2,No,ENG000078,League Match,119,35,Banner Ad,0.11,5.9,60,58,56,Smart TV,No,Low,56.3,SOC000078,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,4,0.04,PUR000078,Amazon,3800,5,5000,Shoes,4,Medium,0.23,UPI,Medium,Yes
CUST0079,31,Male,Hyderabad,Telangana,Tier 1,Working Professional,71000,7.2,Sunrisers Hyderabad,Travis Head,5,JioHotstar,Yes,2900,Brand Website,14,Laptop,75.4,Yes,ENG000079,Playoffs,213,70,Short Reel,0.29,19.1,92,94,91,Mobile,Yes,High,94.0,SOC000079,Instagram,50,104,32,Memes,High,Yes,6.8,Short Video,23,0.27,PUR000079,Local Store,1260,1,1560,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0080,22,Male,Warangal,Telangana,Tier 2,Athlete,24000,9.3,Sunrisers Hyderabad,Pat Cummins,7,JioHotstar,Yes,4900,Brand Website,27,Mobile,94.1,Yes,ENG000080,League Match,100,25,Banner Ad,0.07,4.0,50,48,46,Laptop,No,Low,47.1,SOC000080,Twitter,10,17,3,Match Highlights,Low,No,2.3,Carousel Post,4,0.04,PUR000080,Brand Website,5600,8,7400,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0081,43,Male,Ajmer,Rajasthan,Tier 2,Coach,64000,5.4,Rajasthan Royals,Yashasvi Jaiswal,3,TV,No,3100,Local Store,7,Smart TV,50.7,No,ENG000081,Rivalry Match,187,62,Video Ad,0.24,14.8,88,90,86,Smart TV,Yes,High,89.9,SOC000081,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25,PUR000081,Amazon,3300,5,4400,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0082,24,Female,Indore,Madhya Pradesh,Tier 2,Working Professional,47000,7.7,Kolkata Knight Riders,Sunil Narine,5,JioHotstar,Yes,2100,Amazon,18,Mobile,79.8,Yes,ENG000082,League Match,142,41,Influencer Promotion,0.15,8.4,66,68,64,Mobile,Yes,Medium,66.7,SOC000082,YouTube,27,44,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR000082,Flipkart,1800,2,2300,Jerseys,2,High,0.47,Debit Card,Low,No
CUST0083,18,Male,Kanpur,Uttar Pradesh,Tier 2,Student,8000,9.5,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,2400,Amazon,33,Mobile,97.3,Yes,ENG000083,Finals,232,76,Short Reel,0.34,24.3,97,98,95,Mobile,Yes,High,98.2,SOC000083,Instagram,58,124,39,Memes,High,Yes,7.7,Short Video,29,0.3,PUR000083,Brand Website,6900,10,9100,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0084,34,Male,Kochi,Kerala,Tier 2,Business,89000,6.0,Mumbai Indians,Rohit Sharma,4,TV,No,2300,Flipkart,9,Laptop,58.4,No,ENG000084,League Match,106,29,Banner Ad,0.08,4.4,54,52,50,Laptop,No,Low,50.1,SOC000084,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR000084,Local Store,990,1,1240,Accessories,1,Medium,0.3,Cash on Delivery,Low,No
CUST0085,27,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,64000,7.1,Gujarat Titans,Rashid Khan,5,JioHotstar,Yes,2600,Amazon,15,Mobile,76.8,Yes,ENG000085,Playoffs,204,67,Video Ad,0.25,16.8,88,90,87,Smart TV,Yes,High,90.9,SOC000085,Instagram,49,102,31,Short Reels,High,Yes,6.7,Short Video,22,0.26,PUR000085,Amazon,4100,6,5400,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0086,42,Male,Bareilly,Uttar Pradesh,Tier 2,Coach,68000,5.7,Delhi Capitals,Axar Patel,3,TV,No,3300,Brand Website,8,Smart TV,53.2,No,ENG000086,Rivalry Match,190,64,Short Reel,0.3,19.6,92,94,90,Mobile,Yes,High,94.5,SOC000086,YouTube,30,50,13,Match Analysis,High,Yes,4.8,Long Video,13,0.15,PUR000086,Brand Website,6100,9,8000,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0087,20,Male,Nellore,Andhra Pradesh,Tier 2,Student,9500,8.8,Sunrisers Hyderabad,Heinrich Klaasen,6,JioHotstar,Yes,1800,Amazon,24,Mobile,87.6,Yes,ENG000087,League Match,138,40,Influencer Promotion,0.14,7.5,64,65,62,Laptop,No,Medium,63.0,SOC000087,Twitter,15,23,5,Match Highlights,Medium,No,3.0,Carousel Post,6,0.08,PUR000087,Flipkart,2350,3,3050,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0088,29,Female,Kolkata,West Bengal,Tier 1,Working Professional,62000,7.3,Kolkata Knight Riders,Shreyas Iyer,5,JioHotstar,Yes,2400,Flipkart,17,Laptop,78.5,Yes,ENG000088,League Match,112,31,Banner Ad,0.09,5.2,57,54,53,Smart TV,No,Low,53.5,SOC000088,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR000088,Amazon,3500,5,4700,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0089,51,Male,Solapur,Maharashtra,Tier 2,Business,121000,4.3,Chennai Super Kings,MS Dhoni,1,TV,No,900,Local Store,3,Smart TV,35.9,No,ENG000089,Finals,227,74,Short Reel,0.32,22.9,95,96,94,Mobile,Yes,High,97.2,SOC000089,Instagram,56,120,38,Memes,High,Yes,7.5,Short Video,28,0.3,PUR000089,Local Store,1120,1,1420,Accessories,1,High,0.53,Cash on Delivery,Low,No
CUST0090,23,Male,Vadodara,Gujarat,Tier 2,Student,14000,8.6,Gujarat Titans,Shubman Gill,6,JioHotstar,Yes,2000,Amazon,21,Mobile,85.8,Yes,ENG000090,Rivalry Match,172,56,Video Ad,0.2,12.7,84,86,82,Laptop,Yes,Medium,83.4,SOC000090,Twitter,16,26,6,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR000090,Brand Website,5800,8,7600,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0091,38,Female,Mangalore,Karnataka,Tier 2,Working Professional,69000,6.2,Royal Challengers Bengaluru,Virat Kohli,4,TV,No,2200,Brand Website,10,Laptop,63.7,No,ENG000091,League Match,148,44,Influencer Promotion,0.17,9.4,69,71,68,Mobile,Yes,Medium,70.1,SOC000091,Instagram,43,90,26,Short Reels,High,Yes,5.9,Short Video,19,0.23,PUR000091,Amazon,3200,5,4300,Shoes,4,Medium,0.26,UPI,Medium,Yes
CUST0092,17,Male,Gaya,Bihar,Tier 2,Student,7500,9.1,Mumbai Indians,Jasprit Bumrah,7,JioHotstar,Yes,1500,Amazon,29,Mobile,93.4,Yes,ENG000092,League Match,115,34,Banner Ad,0.1,5.6,59,56,55,Smart TV,No,Low,55.6,SOC000092,YouTube,22,35,7,Tutorials,Medium,No,3.7,Long Video,8,0.09,PUR000092,Flipkart,1750,2,2250,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0093,30,Male,Chandigarh,Chandigarh,Tier 1,Working Professional,78000,7.0,Punjab Kings,Shikhar Dhawan,5,JioHotstar,No,2600,Amazon,13,Laptop,72.1,Yes,ENG000093,Playoffs,219,73,Short Reel,0.32,21.2,94,96,93,Mobile,Yes,High,96.5,SOC000093,Instagram,59,126,40,Memes,High,Yes,7.8,Short Video,30,0.3,PUR000093,Brand Website,7200,10,9400,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0094,45,Female,Jodhpur,Rajasthan,Tier 2,Business,97000,5.0,Rajasthan Royals,Jos Buttler,2,TV,No,1600,Local Store,5,Smart TV,43.6,No,ENG000094,League Match,97,23,Banner Ad,0.06,3.6,47,45,43,Laptop,No,Low,44.5,SOC000094,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR000094,Local Store,1040,1,1340,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
CUST0095,25,Male,Lucknow,Uttar Pradesh,Tier 1,Athlete,34000,8.7,Lucknow Super Giants,KL Rahul,6,JioHotstar,Yes,5100,Brand Website,25,Mobile,90.1,Yes,ENG000095,Finals,238,79,Short Reel,0.35,25.4,99,98,97,Mobile,Yes,High,99.2,SOC000095,Instagram,54,117,36,Short Reels,High,Yes,7.1,Short Video,26,0.29,PUR000095,Amazon,4400,6,5700,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0096,36,Male,Coimbatore,Tamil Nadu,Tier 2,Working Professional,66000,6.5,Chennai Super Kings,Ravindra Jadeja,4,JioHotstar,No,2100,Flipkart,11,Laptop,64.5,No,ENG000096,Rivalry Match,181,59,Video Ad,0.22,13.8,86,88,85,Smart TV,Yes,Medium,86.4,SOC000096,YouTube,31,53,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR000096,Brand Website,6500,9,8400,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0097,19,Female,Raipur,Chhattisgarh,Tier 2,Student,8500,8.9,Delhi Capitals,Rishabh Pant,7,JioHotstar,Yes,1700,Amazon,26,Mobile,88.8,Yes,ENG000097,League Match,133,37,Influencer Promotion,0.13,6.8,61,62,60,Laptop,No,Medium,60.5,SOC000097,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR000097,Flipkart,2200,3,2900,Gloves,3,High,0.41,Debit Card,Medium,No
CUST0098,41,Male,Shimla,Himachal Pradesh,Tier 2,Coach,71000,5.6,Punjab Kings,Liam Livingstone,3,TV,No,3500,Brand Website,7,Smart TV,51.7,No,ENG000098,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.7,SOC000098,Facebook,14,23,5,Player Interviews,Low,No,2.7,Image Post,5,0.05,PUR000098,Amazon,3700,5,4900,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0099,28,Female,Thane,Maharashtra,Tier 1,Working Professional,60000,7.6,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,2700,Amazon,18,Mobile,80.3,Yes,ENG000099,Playoffs,214,71,Short Reel,0.3,19.8,92,95,91,Mobile,Yes,High,94.7,SOC000099,Instagram,52,112,34,Memes,High,Yes,7.0,Short Video,25,0.28,PUR000099,Local Store,1270,1,1570,Accessories,1,High,0.54,Cash on Delivery,Low,No
CUST0100,22,Male,Dehradun,Uttarakhand,Tier 2,Student,12500,9.2,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,2300,Amazon,30,Mobile,94.5,Yes,ENG000100,League Match,103,27,Banner Ad,0.07,4.2,52,50,48,Laptop,No,Low,48.3,SOC000100,Twitter,11,18,3,Match Highlights,Low,No,2.4,Carousel Post,4,0.05,PUR000100,Brand Website,5500,8,7300,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0101,27,Male,Mumbai,Maharashtra,Tier 1,Working Professional,68000,7.8,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3200,Amazon,18,Mobile,82.4,Yes,ENG000101,Rivalry Match,185,61,Video Ad,0.23,14.3,87,89,86,Smart TV,Yes,High,88.2,SOC000101,Instagram,45,95,28,Short Reels,High,Yes,6.1,Short Video,20,0.24,PUR000101,Amazon,3400,5,4500,Bats,4,Medium,0.25,UPI,Medium,Yes
CUST0102,19,Female,Patna,Bihar,Tier 2,Student,9000,8.9,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,1700,Flipkart,26,Mobile,91.8,Yes,ENG000102,League Match,143,42,Influencer Promotion,0.15,8.6,67,68,65,Mobile,Yes,Medium,67.0,SOC000102,YouTube,25,42,10,Tutorials,Medium,Yes,4.1,Long Video,10,0.12,PUR000102,Flipkart,1850,2,2350,Jerseys,2,High,0.49,Debit Card,Low,No
CUST0103,35,Male,Jaipur,Rajasthan,Tier 2,Business,92000,5.6,Rajasthan Royals,Sanju Samson,3,TV,No,2100,Local Store,7,Laptop,52.7,No,ENG000103,Finals,234,77,Short Reel,0.34,24.6,98,97,96,Mobile,Yes,High,98.5,SOC000103,Instagram,57,122,39,Memes,High,Yes,7.5,Short Video,28,0.3,PUR000103,Brand Website,6800,10,9000,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0104,22,Male,Hyderabad,Telangana,Tier 1,Athlete,30000,9.3,Sunrisers Hyderabad,Pat Cummins,7,JioHotstar,Yes,5400,Brand Website,31,Mobile,95.1,Yes,ENG000104,League Match,109,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.5,SOC000104,Facebook,12,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05,PUR000104,Local Store,960,1,1210,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0105,41,Female,Indore,Madhya Pradesh,Tier 2,Coach,71000,6.2,Royal Challengers Bengaluru,Virat Kohli,4,TV,No,3500,Brand Website,10,Smart TV,58.9,No,ENG000105,Playoffs,206,69,Video Ad,0.26,17.3,89,91,88,Smart TV,Yes,High,91.6,SOC000105,Instagram,50,107,33,Short Reels,High,Yes,6.8,Short Video,23,0.27,PUR000105,Amazon,4200,6,5500,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0106,24,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,48000,8.0,Lucknow Super Giants,KL Rahul,6,JioHotstar,Yes,2800,Amazon,21,Mobile,84.7,Yes,ENG000106,Rivalry Match,193,65,Short Reel,0.31,20.1,93,95,92,Mobile,Yes,High,95.3,SOC000106,YouTube,29,48,12,Match Analysis,High,Yes,4.7,Long Video,13,0.14,PUR000106,Brand Website,6200,9,8100,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0107,17,Male,Nashik,Maharashtra,Tier 2,Student,7500,9.4,Mumbai Indians,Jasprit Bumrah,7,JioHotstar,Yes,1600,Amazon,33,Mobile,96.3,Yes,ENG000107,League Match,136,38,Influencer Promotion,0.14,7.2,62,64,61,Laptop,No,Medium,61.9,SOC000107,Twitter,18,29,7,Match Highlights,Medium,No,3.5,Carousel Post,7,0.09,PUR000107,Flipkart,2300,3,3000,Gloves,3,High,0.44,Debit Card,Medium,No
CUST0108,33,Female,Bengaluru,Karnataka,Tier 1,Working Professional,81000,6.7,Royal Challengers Bengaluru,Faf du Plessis,4,JioHotstar,No,2400,Flipkart,11,Laptop,69.1,No,ENG000108,League Match,114,33,Banner Ad,0.1,5.5,58,56,54,Smart TV,No,Low,54.8,SOC000108,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR000108,Amazon,3600,5,4800,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0109,28,Male,Kolkata,West Bengal,Tier 1,Working Professional,59000,7.5,Kolkata Knight Riders,Rinku Singh,5,JioHotstar,Yes,2600,Amazon,16,Mobile,79.6,Yes,ENG000109,Finals,230,75,Short Reel,0.33,23.6,96,97,95,Mobile,Yes,High,97.6,SOC000109,Instagram,55,119,37,Memes,High,Yes,7.3,Short Video,27,0.29,PUR000109,Local Store,1190,1,1490,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0110,45,Male,Surat,Gujarat,Tier 2,Business,108000,4.9,Gujarat Titans,Shubman Gill,2,TV,No,1400,Local Store,5,Smart TV,44.2,No,ENG000110,Rivalry Match,173,57,Video Ad,0.21,12.8,85,86,83,Laptop,Yes,Medium,84.0,SOC000110,Twitter,17,27,6,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09,PUR000110,Brand Website,5700,8,7500,Full Kits,6,Low,0.08,Credit Card,High,Yes
