social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC000273,CUST0273,Instagram,59,126,40,Memes,High,Yes,7.8,Short Video,30,0.30
SOC000274,CUST0274,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000275,CUST0275,Instagram,54,117,36,Short Reels,High,Yes,7.1,Short Video,26,0.29
SOC000276,CUST0276,YouTube,31,53,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000277,CUST0277,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000278,CUST0278,Facebook,14,23,5,Player Interviews,Low,No,2.7,Image Post,5,0.05
SOC000279,CUST0279,Instagram,52,112,34,Memes,High,Yes,7.0,Short Video,25,0.28
SOC000280,CUST0280,Twitter,11,18,3,Match Highlights,Low,No,2.4,Carousel Post,4,0.05
SOC000281,CUST0281,Instagram,45,95,28,Short Reels,High,Yes,6.1,Short Video,20,0.24
SOC000282,CUST0282,YouTube,25,42,10,Tutorials,Medium,Yes,4.1,Long Video,10,0.12
SOC000283,CUST0283,Instagram,57,122,39,Memes,High,Yes,7.5,Short Video,28,0.30
SOC000284,CUST0284,Facebook,12,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC000285,CUST0285,Instagram,50,107,33,Short Reels,High,Yes,6.8,Short Video,23,0.27
SOC000286,CUST0286,YouTube,29,48,12,Match Analysis,High,Yes,4.7,Long Video,13,0.14
SOC000287,CUST0287,Twitter,18,29,7,Match Highlights,Medium,No,3.5,Carousel Post,7,0.09
SOC000288,CUST0288,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000289,CUST0289,Instagram,55,119,37,Memes,High,Yes,7.3,Short Video,27,0.29
SOC000290,CUST0290,Twitter,17,27,6,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC000291,CUST0291,Instagram,42,86,24,Short Reels,High,Yes,5.7,Short Video,18,0.22
SOC000292,CUST0292,YouTube,24,39,8,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000293,CUST0293,Instagram,58,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000294,CUST0294,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000295,CUST0295,Instagram,53,115,35,Short Reels,High,Yes,7.0,Short Video,25,0.28
SOC000296,CUST0296,YouTube,30,51,13,Match Analysis,High,Yes,4.8,Long Video,13,0.15
SOC000297,CUST0297,Twitter,15,24,5,Match Highlights,Medium,No,3.1,Carousel Post,6,0.08
SOC000298,CUST0298,Facebook,14,24,5,Player Interviews,Low,No,2.8,Image Post,5,0.05
SOC000299,CUST0299,Instagram,51,109,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000300,CUST0300,Twitter,12,19,3,Match Highlights,Low,No,2.5,Carousel Post,4,0.05
SOC000301,CUST0301,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC000302,CUST0302,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC000303,CUST0303,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC000304,CUST0304,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000305,CUST0305,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC000306,CUST0306,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC000307,CUST0307,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000308,CUST0308,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000309,CUST0309,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC000310,CUST0310,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000311,CUST0311,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000312,CUST0312,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000313,CUST0313,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000314,CUST0314,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000315,CUST0315,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000316,CUST0316,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000317,CUST0317,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000318,CUST0318,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000319,CUST0319,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000320,CUST0320,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000321,CUST0321,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000322,CUST0322,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000323,CUST0323,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000324,CUST0324,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000325,CUST0325,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000326,CUST0326,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000327,CUST0327,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000328,CUST0328,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000329,CUST0329,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000330,CUST0330,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000331,CUST0331,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000332,CUST0332,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000333,CUST0333,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000334,CUST0334,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000335,CUST0335,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000336,CUST0336,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000337,CUST0337,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000338,CUST0338,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000339,CUST0339,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000340,CUST0340,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000341,CUST0341,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC000342,CUST0342,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC000343,CUST0343,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC000344,CUST0344,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000345,CUST0345,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000346,CUST0346,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC000347,CUST0347,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000348,CUST0348,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000349,CUST0349,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC000350,CUST0350,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000351,CUST0351,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000352,CUST0352,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000353,CUST0353,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000354,CUST0354,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000355,CUST0355,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000356,CUST0356,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000357,CUST0357,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000358,CUST0358,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000359,CUST0359,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000360,CUST0360,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000361,CUST0361,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000362,CUST0362,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000363,CUST0363,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000364,CUST0364,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000365,CUST0365,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC000366,CUST0366,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000367,CUST0367,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000368,CUST0368,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000369,CUST0369,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000370,CUST0370,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000371,CUST0371,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000372,CUST0372,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000373,CUST0373,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000374,CUST0374,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000375,CUST0375,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000376,CUST0376,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000377,CUST0377,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000378,CUST0378,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000379,CUST0379,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000380,CUST0380,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000381,CUST0381,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC000382,CUST0382,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC000383,CUST0383,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC000384,CUST0384,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000385,CUST0385,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC000386,CUST0386,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC000387,CUST0387,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000388,CUST0388,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000389,CUST0389,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC000390,CUST0390,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000391,CUST0391,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000392,CUST0392,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000393,CUST0393,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000394,CUST0394,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000395,CUST0395,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000396,CUST0396,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000397,CUST0397,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000398,CUST0398,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000399,CUST0399,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000400,CUST0400,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000401,CUST0401,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000402,CUST0402,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000403,CUST0403,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000404,CUST0404,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000405,CUST0405,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000406,CUST0406,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000407,CUST0407,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000408,CUST0408,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000409,CUST0409,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000410,CUST0410,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000411,CUST0411,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000412,CUST0412,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000413,CUST0413,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000414,CUST0414,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000415,CUST0415,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000416,CUST0416,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000417,CUST0417,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000418,CUST0418,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000419,CUST0419,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000420,CUST0420,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000421,CUST0421,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC000422,CUST0422,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC000423,CUST0423,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC000424,CUST0424,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000425,CUST0425,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000426,CUST0426,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC000427,CUST0427,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000428,CUST0428,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000429,CUST0429,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC000430,CUST0430,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000431,CUST0431,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000432,CUST0432,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000433,CUST0433,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000434,CUST0434,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000435,CUST0435,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000436,CUST0436,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000437,CUST0437,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000438,CUST0438,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000439,CUST0439,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000440,CUST0440,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000441,CUST0441,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000442,CUST0442,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000443,CUST0443,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000444,CUST0444,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000445,CUST0445,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC000446,CUST0446,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000447,CUST0447,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000448,CUST0448,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000449,CUST0449,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000450,CUST0450,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000451,CUST0451,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000452,CUST0452,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000453,CUST0453,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000454,CUST0454,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000455,CUST0455,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000456,CUST0456,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000457,CUST0457,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000458,CUST0458,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000459,CUST0459,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000460,CUST0460,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000461,CUST0461,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC000462,CUST0462,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC000463,CUST0463,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC000464,CUST0464,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000465,CUST0465,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC000466,CUST0466,Twitter,19,31,7,MatchHighlights,Medium,No,3.6,Carousel Post,8,0.09
SOC000467,CUST0467,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000468,CUST0468,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000469,CUST0469,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC000470,CUST0470,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000471,CUST0471,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000472,CUST0472,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000473,CUST0473,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000474,CUST0474,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000475,CUST0475,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000476,CUST0476,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000477,CUST0477,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000478,CUST0478,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000479,CUST0479,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000480,CUST0480,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000481,CUST0481,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000482,CUST0482,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000483,CUST0483,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000484,CUST0484,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000485,CUST0485,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000486,CUST0486,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000487,CUST0487,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000488,CUST0488,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000489,CUST0489,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000490,CUST0490,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000491,CUST0491,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000492,CUST0492,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000493,CUST0493,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000494,CUST0494,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000495,CUST0495,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000496,CUST0496,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000497,CUST0497,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000498,CUST0498,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000499,CUST0499,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000500,CUST0500,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000501,CUST0501,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC000502,CUST0502,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC000503,CUST0503,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC000504,CUST0504,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000505,CUST0505,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000506,CUST0506,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC000507,CUST0507,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000508,CUST0508,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000509,CUST0509,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC000510,CUST0510,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000511,CUST0511,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000512,CUST0512,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000513,CUST0513,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000514,CUST0514,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000515,CUST0515,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000516,CUST0516,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000517,CUST0517,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000518,CUST0518,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000519,CUST0519,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000520,CUST0520,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000521,CUST0521,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000522,CUST0522,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000523,CUST0523,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000524,CUST0524,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000525,CUST0525,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC000526,CUST0526,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000527,CUST0527,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000528,CUST0528,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000529,CUST0529,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000530,CUST0530,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000531,CUST0531,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000532,CUST0532,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000533,CUST0533,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000534,CUST0534,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000535,CUST0535,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000536,CUST0536,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000537,CUST0537,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000538,CUST0538,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000539,CUST0539,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000540,CUST0540,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000541,CUST0541,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC000542,CUST0542,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC000543,CUST0543,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC000544,CUST0544,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
